u,v,L
3782.9248430419634,-448.11309014348655,90
3918.1869004085943,-468.40239874840296,90
4030.979194317025,-485.3212428346418,90
4123.3784541401565,-499.1811318081034,90
4197.877219257572,-510.3559465757131,90
4257.09649815035,-519.2388384096292,90
4303.577020998051,-526.2109168367842,90
4339.646886707202,-531.6213966931566,90
4367.352484871194,-535.7772364177555,90
4388.435935852961,-538.9397540650205,90
4404.3431868774505,-541.3258417186939,90
4416.249908110371,-543.111849903632,90
4425.095834722109,-544.4387388953928,90
4431.62134485788,-545.4175654157584,90
4436.402526144995,-546.1347426088257,90
4439.8827411356915,-546.6567748574302,90
4442.399864565089,-547.0343433718398,90
4444.209078451339,-547.3057254547773,90
4445.501510241229,-547.4995902232607,90
-255.5583917319467,-601.8061720964994,100
-255.45992085749498,-600.6929717053773,100
-255.32329343489482,-599.291836817255,100
-255.1407478741765,-597.5184840374525,100
-254.90147246098084,-595.260387138865,100
-254.59063588154362,-592.3667722864894,100
-254.1880391185549,-588.6351028025995,100
-253.6662738201228,-583.7930618748376,100
-252.98825967449702,-577.4750760550577,100
-252.10405456732155,-569.1928986701831,100
-250.94693533537156,-558.3012294824218,100
-249.42902561442386,-543.9627389881348,100
-247.43734965612575,-525.123631464933,100
-244.83230101249123,-500.52254691138205,100
-241.45220375687788,-468.77199145755066,100
-237.1294430023098,-428.5661338346525,100
-231.72377994797148,-379.0617095455424,100
-225.1734277587834,-320.4146068070404,100
-217.55108441557942,-254.30956582955682,100
-209.09447947662028,-184.15393876688168,100
-200.1766102971713,-114.60894719665573,100
-191.2086211623779,-50.46981016361914,100
-182.51654405174463,4.600460754137369,100
-174.25562616207569,48.823216205195244,100
-166.39661703792163,82.26392079755132,100
-158.7689678630856,106.23981784477279,100
-151.12213574348272,122.61074171053315,100
-143.17513492811983,133.24654737256304,100
-134.6441880296861,139.74395523001436,100
-125.25147427076983,143.33648156841846,100
-114.72192152436297,144.91270953353464,100
-102.77390559675344,145.07813364051015,100
-89.10739066985063,144.22388685960576,100
-73.39114933224809,142.58623685501504,100
-55.24955834414483,140.29225917144225,100
-34.24890785602343,137.39234186174144,100
-9.88296256048072,133.88198220510904,100
18.44247840752499,129.71555353146783,100
51.42613192172161,124.81434412052394,100
89.88873459439316,119.07066855316172,100
134.79092923520403,112.34941715131063,100
187.25035133271822,104.48810580809686,100
248.55585491699082,95.29632851936242,100
320.17560580450026,84.55549129227465,100
403.75418625882236,72.0198040065107,100
501.09194166695863,57.41970133709412,100
614.0977720817585,40.46910820040944,100
744.7049449099577,20.87817129763401,100
894.7392394780574,-1.6269053522881882,100
1065.7313148936823,-27.275684428383922,100
1258.6724823322115,-56.21684443998432,100
1473.7266785052775,-88.4749669268521,100
1709.931444969699,-123.90567877460884,100
1964.943802922079,-162.15753109385102,100
2234.904978263676,-202.65170680484528,100
2514.4990019088286,-244.5908101042602,100
2797.253419475164,-287.0039726382395,100
3076.074316925779,-328.8271072157287,100
3343.9373900868645,-369.0065681744059,100
3594.6003351718937,-406.6060099313491,100
3823.18736638052,-440.89406461052374,100
4026.533680390482,-471.39601171126674,100
4203.249825602182,-497.9034334927628,100
4353.541000453994,-520.4471097204477,100
4478.865771463361,-539.2458253718243,100
4581.531615711284,-554.6457020090038,100
4664.308021397301,-567.0621628619035,100
4730.107220167056,-576.9320426773659,100
4781.75224555339,-584.6787964853157,100
4821.829874119113,-590.690440770174,100
4852.613872079104,-595.3080404641728,100
4876.039928725511,-598.8219489611338,100
4893.714652086055,-601.4731574652154,100
4906.9443423448565,-603.4576110040356,100
4916.773149691233,-604.931932105992,100
4924.023716508756,-606.0195171286205,100
4929.336140161106,-606.816380676473,100
4933.203045706324,-607.3964165082557,100
4935.999849516766,-607.815937079822,100
4938.010087168155,-608.1174727275304,100
4939.446122490254,-608.3328780258453,100
