"Ethnic.Group","ANZSOC.Division","ANZSOC.Group","ANZSOC.Subdivision","Mop.Division","Mop.Group","Mop.Subdivision","SEX","Date"
"Maori","Property Damage and Environmental Pollution","Graffiti","Property Damage","Non-Court Action","Youth Aid, N.F.D.","Non-Court Action, N.F.D.","Male",2021-10-01
"Maori","Property Damage and Environmental Pollution","Property Damage, N.E.C.","Property Damage","Non-Court Action","Youth Aid, N.F.D.","Non-Court Action, N.F.D.","Male",2021-10-01
"Maori","Public Order Offences","Trespass","Disorderly Conduct","Non-Court Action","Youth Aid, N.F.D.","Non-Court Action, N.F.D.","Male",2021-10-01
"Maori","Robbery, Extortion and Related Offences","Aggravated Robbery","Robbery","Non-Court Action","Youth Aid, N.F.D.","Non-Court Action, N.F.D.","Male",2021-10-01
"Maori","Robbery, Extortion and Related Offences","Aggravated Robbery","Robbery","Non-Court Action","Youth Aid, N.F.D.","Non-Court Action, N.F.D.","Male",2021-10-01
"Maori","Theft and Related Offences","Illegal Use of a Motor Vehicle","Motor Vehicle Theft and Related Offences","Non-Court Action","Youth Aid, N.F.D.","Non-Court Action, N.F.D.","Male",2021-10-01
"Maori","Theft and Related Offences","Theft From Retail Premises","Theft (Except Motor Vehicles)","Non-Court Action","Youth Aid, N.F.D.","Non-Court Action, N.F.D.","Male",2021-10-01
"Maori","Theft and Related Offences","Illegal Use of a Motor Vehicle","Motor Vehicle Theft and Related Offences","Non-Court Action","Youth Aid, N.F.D.","Non-Court Action, N.F.D.","Male",2021-10-01
"Maori","Theft and Related Offences","Theft (Except Motor Vehicles), N.E.C.","Theft (Except Motor Vehicles)","Non-Court Action","Youth Aid, N.F.D.","Non-Court Action, N.F.D.","Male",2021-10-01
"Maori","Theft and Related Offences","Theft From a Person (Excluding By Force)","Theft (Except Motor Vehicles)","Non-Court Action","Youth Aid, N.F.D.","Non-Court Action, N.F.D.","Male",2021-10-01
"Maori","Traffic and Vehicle Regulatory Offences","Drive Without a Licence","Driving Licence Offences","Non-Court Action","Youth Aid, N.F.D.","Non-Court Action, N.F.D.","Male",2021-10-01
"Maori","Traffic and Vehicle Regulatory Offences","Exceeding the Prescribed Content of Alcohol or Other Substance Limit","Regulatory Driving Offences","Non-Court Action","Youth Aid, N.F.D.","Non-Court Action, N.F.D.","Male",2021-10-01
"Maori","Unlawful Entry With Intent/Burglary, Break and Enter","Unlawful Entry With Intent/Burglary, Break and Enter","Unlawful Entry With Intent/Burglary, Break and Enter","Non-Court Action","Youth Aid, N.F.D.","Non-Court Action, N.F.D.","Male",2021-10-01
"Maori","Unlawful Entry With Intent/Burglary, Break and Enter","Unlawful Entry With Intent/Burglary, Break and Enter","Unlawful Entry With Intent/Burglary, Break and Enter","Non-Court Action","Youth Aid, N.F.D.","Non-Court Action, N.F.D.","Male",2021-10-01
"Pacific Island","Prohibited and Regulated Weapons and Explosives Offences","Misuse of Regulated Weapons/Explosives","Regulated Weapons/Explosives Offences","Non-Court Action","Youth Aid, N.F.D.","Non-Court Action, N.F.D.","Male",2021-10-01
"Pacific Island","Prohibited and Regulated Weapons and Explosives Offences","Misuse of Regulated Weapons/Explosives","Regulated Weapons/Explosives Offences","Non-Court Action","Youth Aid, N.F.D.","Non-Court Action, N.F.D.","Male",2021-10-01
"Pacific Island","Property Damage and Environmental Pollution","Property Damage, N.E.C.","Property Damage","Non-Court Action","Youth Aid, N.F.D.","Non-Court Action, N.F.D.","Male",2021-10-01
"Pacific Island","Theft and Related Offences","Illegal Use of a Motor Vehicle","Motor Vehicle Theft and Related Offences","Non-Court Action","Youth Aid, N.F.D.","Non-Court Action, N.F.D.","Male",2021-10-01
"Pacific Island","Theft and Related Offences","Illegal Use of a Motor Vehicle","Motor Vehicle Theft and Related Offences","Non-Court Action","Youth Aid, N.F.D.","Non-Court Action, N.F.D.","Male",2021-10-01
"Pacific Island","Traffic and Vehicle Regulatory Offences","Exceeding the Prescribed Content of Alcohol or Other Substance Limit","Regulatory Driving Offences","Non-Court Action","Youth Aid, N.F.D.","Non-Court Action, N.F.D.","Male",2021-10-01
"Pacific Island","Unlawful Entry With Intent/Burglary, Break and Enter","Unlawful Entry With Intent/Burglary, Break and Enter","Unlawful Entry With Intent/Burglary, Break and Enter","Non-Court Action","Youth Aid, N.F.D.","Non-Court Action, N.F.D.","Male",2021-10-01
"European","Abduction, Harassment and Other Related Offences Against a Person","Threatening Behaviour","Harassment and Threatening Behaviour","Non-Court Action","FGC - 14(1e) Child Offending","Non-Court Referred Conference","Male",2021-10-01
"European","Fraud, Deception and Related Offences","Obtain Benefit By Deception","Obtain Benefit By Deception","Non-Court Action","FGC - 247(B) Police Referred","Non-Court Referred Conference","Male",2021-10-01
"European","Illicit Drug Offences","Deal or Traffic in Illicit Drugs not further defined","Deal or Traffic in Illicit Drugs","Non-Court Action","FGC - 247(B) Police Referred","Non-Court Referred Conference","Male",2021-10-01
"European","Prohibited and Regulated Weapons and Explosives Offences","Misuse of Regulated Weapons/Explosives","Regulated Weapons/Explosives Offences","Non-Court Action","FGC - 247(B) Police Referred","Non-Court Referred Conference","Male",2021-10-01
"European","Property Damage and Environmental Pollution","Property Damage By Fire or Explosion","Property Damage","Non-Court Action","FGC - 247(B) Police Referred","Non-Court Referred Conference","Male",2021-10-01
"European","Property Damage and Environmental Pollution","Property Damage, N.E.C.","Property Damage","Non-Court Action","FGC - 247(B) Police Referred","Non-Court Referred Conference","Male",2021-10-01
"European","Public Order Offences","Disorderly Conduct, N.E.C.","Disorderly Conduct","Non-Court Action","FGC - 14(1e) Child Offending","Non-Court Referred Conference","Male",2021-10-01
"European","Public Order Offences","Censorship Offences","Regulated Public Order Offences","Non-Court Action","FGC - 247(B) Police Referred","Non-Court Referred Conference","Male",2021-10-01
"European","Theft and Related Offences","Illegal Use of a Motor Vehicle","Motor Vehicle Theft and Related Offences","Non-Court Action","FGC - 247(B) Police Referred","Non-Court Referred Conference","Male",2021-10-01
"European","Unlawful Entry With Intent/Burglary, Break and Enter","Unlawful Entry With Intent/Burglary, Break and Enter","Unlawful Entry With Intent/Burglary, Break and Enter","Non-Court Action","FGC - 247(B) Police Referred","Non-Court Referred Conference","Male",2021-10-01
"Indian","Abduction, Harassment and Other Related Offences Against a Person","Threatening Behaviour","Harassment and Threatening Behaviour","Non-Court Action","FGC - 247(B) Police Referred","Non-Court Referred Conference","Male",2021-10-01
"Indian","Theft and Related Offences","Illegal Use of a Motor Vehicle","Motor Vehicle Theft and Related Offences","Non-Court Action","FGC - 247(B) Police Referred","Non-Court Referred Conference","Male",2021-10-01
"Maori","Property Damage and Environmental Pollution","Property Damage, N.E.C.","Property Damage","Non-Court Action","FGC - 14(1e) Child Offending","Non-Court Referred Conference","Male",2021-10-01
"Maori","Property Damage and Environmental Pollution","Graffiti","Property Damage","Non-Court Action","FGC - 247(B) Police Referred","Non-Court Referred Conference","Male",2021-10-01
"Maori","Property Damage and Environmental Pollution","Property Damage, N.E.C.","Property Damage","Non-Court Action","FGC - 247(B) Police Referred","Non-Court Referred Conference","Male",2021-10-01
"Maori","Public Order Offences","Trespass","Disorderly Conduct","Non-Court Action","FGC - 14(1e) Child Offending","Non-Court Referred Conference","Male",2021-10-01
"Maori","Robbery, Extortion and Related Offences","Aggravated Robbery","Robbery","Non-Court Action","FGC - 247(B) Police Referred","Non-Court Referred Conference","Male",2021-10-01
"Maori","Theft and Related Offences","Illegal Use of a Motor Vehicle","Motor Vehicle Theft and Related Offences","Non-Court Action","FGC - 14(1e) Child Offending","Non-Court Referred Conference","Male",2021-10-01
"Maori","Theft and Related Offences","Illegal Use of a Motor Vehicle","Motor Vehicle Theft and Related Offences","Non-Court Action","FGC - 247(B) Police Referred","Non-Court Referred Conference","Male",2021-10-01
"Maori","Theft and Related Offences","Illegal Use of a Motor Vehicle","Motor Vehicle Theft and Related Offences","Non-Court Action","FGC - 247(B) Police Referred","Non-Court Referred Conference","Male",2021-10-01
"Maori","Theft and Related Offences","Theft From Retail Premises","Theft (Except Motor Vehicles)","Non-Court Action","FGC - 247(B) Police Referred","Non-Court Referred Conference","Male",2021-10-01
"Maori","Traffic and Vehicle Regulatory Offences","Exceeding the Prescribed Content of Alcohol or Other Substance Limit","Regulatory Driving Offences","Non-Court Action","FGC - 247(B) Police Referred","Non-Court Referred Conference","Male",2021-10-01
"Maori","Unlawful Entry With Intent/Burglary, Break and Enter","Unlawful Entry With Intent/Burglary, Break and Enter","Unlawful Entry With Intent/Burglary, Break and Enter","Non-Court Action","FGC - 14(1e) Child Offending","Non-Court Referred Conference","Male",2021-10-01
"Maori","Unlawful Entry With Intent/Burglary, Break and Enter","Unlawful Entry With Intent/Burglary, Break and Enter","Unlawful Entry With Intent/Burglary, Break and Enter","Non-Court Action","FGC - 247(B) Police Referred","Non-Court Referred Conference","Male",2021-10-01
"Maori","Unlawful Entry With Intent/Burglary, Break and Enter","Unlawful Entry With Intent/Burglary, Break and Enter","Unlawful Entry With Intent/Burglary, Break and Enter","Non-Court Action","FGC - 247(B) Police Referred","Non-Court Referred Conference","Male",2021-10-01
"Pacific Island","Theft and Related Offences","Illegal Use of a Motor Vehicle","Motor Vehicle Theft and Related Offences","Non-Court Action","FGC - 247(B) Police Referred","Non-Court Referred Conference","Male",2021-10-01
"Pacific Island","Unlawful Entry With Intent/Burglary, Break and Enter","Unlawful Entry With Intent/Burglary, Break and Enter","Unlawful Entry With Intent/Burglary, Break and Enter","Non-Court Action","FGC - 247(B) Police Referred","Non-Court Referred Conference","Male",2021-10-01
"European","Acts Intended to Cause Injury","Common Assault","Assault","Non-Court Action","Formal Warning","Formal Warning","Male",2021-11-01
"European","Acts Intended to Cause Injury","Serious Assault Resulting in Injury","Assault","Non-Court Action","Formal Warning","Formal Warning","Male",2021-11-01
"European","Acts Intended to Cause Injury","Common Assault","Assault","Non-Court Action","Formal Warning","Formal Warning","Male",2021-11-01
"European","Acts Intended to Cause Injury","Serious Assault Resulting in Injury","Assault","Non-Court Action","Formal Warning","Formal Warning","Male",2021-11-01
"European","Acts Intended to Cause Injury","Serious Assault Not Resulting in Injury","Assault","Non-Court Action","Formal Warning","Formal Warning","Male",2021-11-01
"European","Acts Intended to Cause Injury","Serious Assault Resulting in Injury","Assault","Non-Court Action","Formal Warning","Formal Warning","Male",2021-11-01
"European","Acts Intended to Cause Injury","Serious Assault Not Resulting in Injury","Assault","Non-Court Action","Formal Warning","Formal Warning","Male",2021-11-01
"European","Acts Intended to Cause Injury","Serious Assault Not Resulting in Injury","Assault","Non-Court Action","Formal Warning","Formal Warning","Male",2021-11-01
"European","Theft and Related Offences","Illegal Use of a Motor Vehicle","Motor Vehicle Theft and Related Offences","Non-Court Action","FGC - 247(B) Police Referred","Non-Court Referred Conference","Male",2021-02-01
"European","Theft and Related Offences","Illegal Use of a Motor Vehicle","Motor Vehicle Theft and Related Offences","Non-Court Action","FGC - 247(B) Police Referred","Non-Court Referred Conference","Male",2021-03-01
"European","Theft and Related Offences","Theft (Except Motor Vehicles), N.E.C.","Theft (Except Motor Vehicles)","Non-Court Action","FGC - 247(B) Police Referred","Non-Court Referred Conference","Male",2021-02-01
"European","Theft and Related Offences","Theft From Retail Premises","Theft (Except Motor Vehicles)","Non-Court Action","FGC - 247(B) Police Referred","Non-Court Referred Conference","Male",2021-03-01
"European","Traffic and Vehicle Regulatory Offences","Exceeding the Prescribed Content of Alcohol or Other Substance Limit","Regulatory Driving Offences","Non-Court Action","FGC - 247(B) Police Referred","Non-Court Referred Conference","Male",2021-01-01
"European","Traffic and Vehicle Regulatory Offences","Exceeding the Prescribed Content of Alcohol or Other Substance Limit","Regulatory Driving Offences","Non-Court Action","FGC - 247(B) Police Referred","Non-Court Referred Conference","Male",2021-03-01
"European","Unlawful Entry With Intent/Burglary, Break and Enter","Unlawful Entry With Intent/Burglary, Break and Enter","Unlawful Entry With Intent/Burglary, Break and Enter","Non-Court Action","FGC - 14(1e) Child Offending","Non-Court Referred Conference","Male",2021-02-01
"European","Unlawful Entry With Intent/Burglary, Break and Enter","Unlawful Entry With Intent/Burglary, Break and Enter","Unlawful Entry With Intent/Burglary, Break and Enter","Non-Court Action","FGC - 247(B) Police Referred","Non-Court Referred Conference","Male",2021-03-01
"European","Unlawful Entry With Intent/Burglary, Break and Enter","Unlawful Entry With Intent/Burglary, Break and Enter","Unlawful Entry With Intent/Burglary, Break and Enter","Non-Court Action","FGC - 247(B) Police Referred","Non-Court Referred Conference","Male",2021-02-01
"Indian","Acts Intended to Cause Injury","Serious Assault Resulting in Injury","Assault","Non-Court Action","FGC - 247(B) Police Referred","Non-Court Referred Conference","Male",2021-04-01
"Maori","Abduction, Harassment and Other Related Offences Against a Person","Threatening Behaviour","Harassment and Threatening Behaviour","Non-Court Action","FGC - 247(B) Police Referred","Non-Court Referred Conference","Male",2021-02-01
"Maori","Abduction, Harassment and Other Related Offences Against a Person","Threatening Behaviour","Harassment and Threatening Behaviour","Non-Court Action","FGC - 247(B) Police Referred","Non-Court Referred Conference","Male",2021-03-01
"Maori","Acts Intended to Cause Injury","Common Assault","Assault","Non-Court Action","FGC - 14(1e) Child Offending","Non-Court Referred Conference","Male",2021-02-01
"Maori","Acts Intended to Cause Injury","Serious Assault Resulting in Injury","Assault","Non-Court Action","FGC - 14(1e) Child Offending","Non-Court Referred Conference","Male",2021-02-01
"Maori","Acts Intended to Cause Injury","Common Assault","Assault","Non-Court Action","FGC - 14(1e) Child Offending","Non-Court Referred Conference","Male",2021-03-01
"Maori","Acts Intended to Cause Injury","Serious Assault Resulting in Injury","Assault","Non-Court Action","FGC - 14(1e) Child Offending","Non-Court Referred Conference","Male",2021-03-01
"Maori","Acts Intended to Cause Injury","Serious Assault Not Resulting in Injury","Assault","Non-Court Action","FGC - 14(1e) Child Offending","Non-Court Referred Conference","Male",2021-04-01
"Maori","Acts Intended to Cause Injury","Serious Assault Resulting in Injury","Assault","Non-Court Action","FGC - 14(1e) Child Offending","Non-Court Referred Conference","Male",2021-04-01
"Maori","Acts Intended to Cause Injury","Serious Assault Resulting in Injury","Assault","Non-Court Action","FGC - 247(B) Police Referred","Non-Court Referred Conference","Male",2021-02-01
"Maori","Acts Intended to Cause Injury","Serious Assault Not Resulting in Injury","Assault","Non-Court Action","FGC - 247(B) Police Referred","Non-Court Referred Conference","Male",2021-02-01
"Maori","Acts Intended to Cause Injury","Serious Assault Resulting in Injury","Assault","Non-Court Action","FGC - 247(B) Police Referred","Non-Court Referred Conference","Male",2021-03-01
"Maori","Acts Intended to Cause Injury","Common Assault","Assault","Non-Court Action","FGC - 247(B) Police Referred","Non-Court Referred Conference","Male",2021-03-01
"Maori","Acts Intended to Cause Injury","Common Assault","Assault","Non-Court Action","FGC - 247(B) Police Referred","Non-Court Referred Conference","Male",2021-02-01
"Maori","Acts Intended to Cause Injury","Common Assault","Assault","Non-Court Action","FGC - 247(B) Police Referred","Non-Court Referred Conference","Male",2021-03-01
"Maori","Acts Intended to Cause Injury","Serious Assault Not Resulting in Injury","Assault","Non-Court Action","FGC - 247(B) Police Referred","Non-Court Referred Conference","Male",2021-03-01
"Maori","Acts Intended to Cause Injury","Serious Assault Resulting in Injury","Assault","Non-Court Action","FGC - 247(B) Police Referred","Non-Court Referred Conference","Male",2021-03-01
"Maori","Acts Intended to Cause Injury","Serious Assault Resulting in Injury","Assault","Non-Court Action","FGC - 247(B) Police Referred","Non-Court Referred Conference","Male",2021-04-01
"Maori","Dangerous or Negligent Acts Endangering Persons","Dangerous or Negligent Operation (Driving) of a Vehicle","Dangerous or Negligent Operation of a Vehicle","Non-Court Action","FGC - 14(1e) Child Offending","Non-Court Referred Conference","Male",2021-02-01
"Maori","Dangerous or Negligent Acts Endangering Persons","Dangerous or Negligent Operation (Driving) of a Vehicle","Dangerous or Negligent Operation of a Vehicle","Non-Court Action","FGC - 14(1e) Child Offending","Non-Court Referred Conference","Male",2021-03-01
"Maori","Dangerous or Negligent Acts Endangering Persons","Dangerous or Negligent Operation (Driving) of a Vehicle","Dangerous or Negligent Operation of a Vehicle","Non-Court Action","FGC - 247(B) Police Referred","Non-Court Referred Conference","Male",2021-02-01
"Maori","Dangerous or Negligent Acts Endangering Persons","Dangerous or Negligent Operation (Driving) of a Vehicle","Dangerous or Negligent Operation of a Vehicle","Non-Court Action","FGC - 247(B) Police Referred","Non-Court Referred Conference","Male",2021-03-01
"Maori","Fraud, Deception and Related Offences","Obtain Benefit By Deception","Obtain Benefit By Deception","Non-Court Action","FGC - 247(B) Police Referred","Non-Court Referred Conference","Male",2021-02-01
"Maori","Illicit Drug Offences","Possess Illicit Drug","Possess and/or Use Illicit Drugs","Non-Court Action","FGC - 247(B) Police Referred","Non-Court Referred Conference","Male",2021-02-01
"Maori","Offences Against Justice Procedures, Govt Sec and Govt Ops","Escape Custody Offences","Breach of Custodial Order Offences","Non-Court Action","FGC - 247(B) Police Referred","Non-Court Referred Conference","Male",2021-01-01
"Maori","Offences Against Justice Procedures, Govt Sec and Govt Ops","Resist or Hinder Police Officer or Justice Official","Offences Against Justice Procedures","Non-Court Action","FGC - 247(B) Police Referred","Non-Court Referred Conference","Male",2021-02-01
"Maori","Prohibited and Regulated Weapons and Explosives Offences","Unlawfully Obtain or Possess Regulated Weapons/Explosives","Regulated Weapons/Explosives Offences","Non-Court Action","FGC - 14(1e) Child Offending","Non-Court Referred Conference","Male",2021-02-01
"Maori","Prohibited and Regulated Weapons and Explosives Offences","Misuse of Regulated Weapons/Explosives","Regulated Weapons/Explosives Offences","Non-Court Action","FGC - 247(B) Police Referred","Non-Court Referred Conference","Male",2021-02-01
"Maori","Prohibited and Regulated Weapons and Explosives Offences","Misuse of Regulated Weapons/Explosives","Regulated Weapons/Explosives Offences","Non-Court Action","FGC - 247(B) Police Referred","Non-Court Referred Conference","Male",2021-02-01
"Maori","Prohibited and Regulated Weapons and Explosives Offences","Misuse of Regulated Weapons/Explosives","Regulated Weapons/Explosives Offences","Non-Court Action","FGC - 247(B) Police Referred","Non-Court Referred Conference","Male",2021-03-01
"Maori","Property Damage and Environmental Pollution","Property Damage By Fire or Explosion","Property Damage","Non-Court Action","FGC - 14(1e) Child Offending","Non-Court Referred Conference","Male",2021-03-01
"Maori","Property Damage and Environmental Pollution","Property Damage, N.E.C.","Property Damage","Non-Court Action","FGC - 14(1e) Child Offending","Non-Court Referred Conference","Male",2021-03-01
"Maori","Property Damage and Environmental Pollution","Graffiti","Property Damage","Non-Court Action","FGC - 247(B) Police Referred","Non-Court Referred Conference","Male",2021-02-01
"Maori","Property Damage and Environmental Pollution","Property Damage, N.E.C.","Property Damage","Non-Court Action","FGC - 247(B) Police Referred","Non-Court Referred Conference","Male",2021-02-01
"Maori","Property Damage and Environmental Pollution","Property Damage, N.E.C.","Property Damage","Non-Court Action","FGC - 247(B) Police Referred","Non-Court Referred Conference","Male",2021-03-01
"Maori","Public Order Offences","Trespass","Disorderly Conduct","Non-Court Action","FGC - 14(1e) Child Offending","Non-Court Referred Conference","Male",2021-02-01
"Maori","Robbery, Extortion and Related Offences","Aggravated Robbery","Robbery","Non-Court Action","FGC - 14(1e) Child Offending","Non-Court Referred Conference","Male",2021-02-01
"Maori","Robbery, Extortion and Related Offences","Aggravated Robbery","Robbery","Non-Court Action","FGC - 14(1e) Child Offending","Non-Court Referred Conference","Male",2021-03-01
"Maori","Robbery, Extortion and Related Offences","Aggravated Robbery","Robbery","Non-Court Action","FGC - 247(B) Police Referred","Non-Court Referred Conference","Male",2021-02-01
"Maori","Robbery, Extortion and Related Offences","Aggravated Robbery","Robbery","Non-Court Action","FGC - 247(B) Police Referred","Non-Court Referred Conference","Male",2021-03-01
"Maori","Robbery, Extortion and Related Offences","Blackmail and Extortion","Blackmail and Extortion","Non-Court Action","FGC - 247(B) Police Referred","Non-Court Referred Conference","Male",2021-03-01
"Maori","Robbery, Extortion and Related Offences","Aggravated Robbery","Robbery","Non-Court Action","FGC - 247(B) Police Referred","Non-Court Referred Conference","Male",2021-02-01
"Maori","Sexual Assault and Related Offences","Aggravated Sexual Assault","Sexual Assault","Non-Court Action","FGC - 14(1e) Child Offending","Non-Court Referred Conference","Male",2021-03-01
"Maori","Theft and Related Offences","Illegal Use of a Motor Vehicle","Motor Vehicle Theft and Related Offences","Non-Court Action","FGC - 14(1e) Child Offending","Non-Court Referred Conference","Male",2021-02-01
"Maori","Theft and Related Offences","Theft of Motor Vehicle Parts or Contents","Motor Vehicle Theft and Related Offences","Non-Court Action","FGC - 14(1e) Child Offending","Non-Court Referred Conference","Male",2021-03-01
"Maori","Theft and Related Offences","Illegal Use of a Motor Vehicle","Motor Vehicle Theft and Related Offences","Non-Court Action","FGC - 14(1e) Child Offending","Non-Court Referred Conference","Male",2021-03-01
"Maori","Theft and Related Offences","Theft From Retail Premises","Theft (Except Motor Vehicles)","Non-Court Action","FGC - 14(1e) Child Offending","Non-Court Referred Conference","Male",2021-02-01
"Maori","Theft and Related Offences","Theft From Retail Premises","Theft (Except Motor Vehicles)","Non-Court Action","FGC - 14(1e) Child Offending","Non-Court Referred Conference","Male",2021-03-01
"Maori","Theft and Related Offences","Illegal Use of a Motor Vehicle","Motor Vehicle Theft and Related Offences","Non-Court Action","FGC - 247(B) Police Referred","Non-Court Referred Conference","Male",2021-02-01
"Maori","Theft and Related Offences","Illegal Use of a Motor Vehicle","Motor Vehicle Theft and Related Offences","Non-Court Action","FGC - 247(B) Police Referred","Non-Court Referred Conference","Male",2021-03-01
"Maori","Theft and Related Offences","Illegal Use of a Motor Vehicle","Motor Vehicle Theft and Related Offences","Non-Court Action","FGC - 247(B) Police Referred","Non-Court Referred Conference","Male",2021-02-01
"Maori","Theft and Related Offences","Illegal Use of a Motor Vehicle","Motor Vehicle Theft and Related Offences","Non-Court Action","FGC - 247(B) Police Referred","Non-Court Referred Conference","Male",2021-03-01
"Maori","Theft and Related Offences","Theft (Except Motor Vehicles), N.E.C.","Theft (Except Motor Vehicles)","Non-Court Action","FGC - 247(B) Police Referred","Non-Court Referred Conference","Male",2021-02-01
"Maori","Theft and Related Offences","Theft From Retail Premises","Theft (Except Motor Vehicles)","Non-Court Action","FGC - 247(B) Police Referred","Non-Court Referred Conference","Male",2021-02-01
"Maori","Theft and Related Offences","Theft (Except Motor Vehicles), N.E.C.","Theft (Except Motor Vehicles)","Non-Court Action","FGC - 247(B) Police Referred","Non-Court Referred Conference","Male",2021-03-01
"Maori","Theft and Related Offences","Theft From Retail Premises","Theft (Except Motor Vehicles)","Non-Court Action","FGC - 247(B) Police Referred","Non-Court Referred Conference","Male",2021-03-01
"Maori","Traffic and Vehicle Regulatory Offences","Exceeding the Prescribed Content of Alcohol or Other Substance Limit","Regulatory Driving Offences","Non-Court Action","FGC - 247(B) Police Referred","Non-Court Referred Conference","Male",2021-01-01
"Maori","Traffic and Vehicle Regulatory Offences","Regulatory Driving Offences, N.E.C.","Regulatory Driving Offences","Non-Court Action","FGC - 247(B) Police Referred","Non-Court Referred Conference","Male",2021-01-01
"Maori","Traffic and Vehicle Regulatory Offences","Exceeding the Prescribed Content of Alcohol or Other Substance Limit","Regulatory Driving Offences","Non-Court Action","FGC - 247(B) Police Referred","Non-Court Referred Conference","Male",2021-02-01
"Maori","Traffic and Vehicle Regulatory Offences","Exceeding the Prescribed Content of Alcohol or Other Substance Limit","Regulatory Driving Offences","Non-Court Action","FGC - 247(B) Police Referred","Non-Court Referred Conference","Male",2021-03-01
"Maori","Unlawful Entry With Intent/Burglary, Break and Enter","Unlawful Entry With Intent/Burglary, Break and Enter","Unlawful Entry With Intent/Burglary, Break and Enter","Non-Court Action","FGC - 14(1e) Child Offending","Non-Court Referred Conference","Male",2021-02-01
"Maori","Unlawful Entry With Intent/Burglary, Break and Enter","Unlawful Entry With Intent/Burglary, Break and Enter","Unlawful Entry With Intent/Burglary, Break and Enter","Non-Court Action","FGC - 14(1e) Child Offending","Non-Court Referred Conference","Male",2021-03-01
"Maori","Unlawful Entry With Intent/Burglary, Break and Enter","Unlawful Entry With Intent/Burglary, Break and Enter","Unlawful Entry With Intent/Burglary, Break and Enter","Non-Court Action","FGC - 14(1e) Child Offending","Non-Court Referred Conference","Male",2021-02-01
"Maori","Unlawful Entry With Intent/Burglary, Break and Enter","Unlawful Entry With Intent/Burglary, Break and Enter","Unlawful Entry With Intent/Burglary, Break and Enter","Non-Court Action","FGC - 247(B) Police Referred","Non-Court Referred Conference","Male",2021-02-01
"Maori","Unlawful Entry With Intent/Burglary, Break and Enter","Unlawful Entry With Intent/Burglary, Break and Enter","Unlawful Entry With Intent/Burglary, Break and Enter","Non-Court Action","FGC - 247(B) Police Referred","Non-Court Referred Conference","Male",2021-03-01
"Maori","Unlawful Entry With Intent/Burglary, Break and Enter","Unlawful Entry With Intent/Burglary, Break and Enter","Unlawful Entry With Intent/Burglary, Break and Enter","Non-Court Action","FGC - 247(B) Police Referred","Non-Court Referred Conference","Male",2021-02-01
"Maori","Unlawful Entry With Intent/Burglary, Break and Enter","Unlawful Entry With Intent/Burglary, Break and Enter","Unlawful Entry With Intent/Burglary, Break and Enter","Non-Court Action","FGC - 247(B) Police Referred","Non-Court Referred Conference","Male",2021-03-01
"Pacific Island","Acts Intended to Cause Injury","Serious Assault Not Resulting in Injury","Assault","Non-Court Action","FGC - 247(B) Police Referred","Non-Court Referred Conference","Male",2021-02-01
"Pacific Island","Acts Intended to Cause Injury","Common Assault","Assault","Non-Court Action","FGC - 247(B) Police Referred","Non-Court Referred Conference","Male",2021-03-01
"Pacific Island","Dangerous or Negligent Acts Endangering Persons","Dangerous or Negligent Operation (Driving) of a Vehicle","Dangerous or Negligent Operation of a Vehicle","Non-Court Action","FGC - 247(B) Police Referred","Non-Court Referred Conference","Male",2021-03-01
"Pacific Island","Property Damage and Environmental Pollution","Property Damage, N.E.C.","Property Damage","Non-Court Action","FGC - 247(B) Police Referred","Non-Court Referred Conference","Male",2021-02-01
"Pacific Island","Robbery, Extortion and Related Offences","Aggravated Robbery","Robbery","Non-Court Action","FGC - 247(B) Police Referred","Non-Court Referred Conference","Male",2021-03-01
"Pacific Island","Sexual Assault and Related Offences","Aggravated Sexual Assault","Sexual Assault","Non-Court Action","FGC - 247(B) Police Referred","Non-Court Referred Conference","Male",2021-03-01
"Pacific Island","Theft and Related Offences","Illegal Use of a Motor Vehicle","Motor Vehicle Theft and Related Offences","Non-Court Action","FGC - 247(B) Police Referred","Non-Court Referred Conference","Male",2021-03-01
"Pacific Island","Theft and Related Offences","Theft From Retail Premises","Theft (Except Motor Vehicles)","Non-Court Action","FGC - 247(B) Police Referred","Non-Court Referred Conference","Male",2021-02-01
"Pacific Island","Theft and Related Offences","Illegal Use of a Motor Vehicle","Motor Vehicle Theft and Related Offences","Non-Court Action","FGC - 247(B) Police Referred","Non-Court Referred Conference","Male",2021-02-01
"Pacific Island","Theft and Related Offences","Illegal Use of a Motor Vehicle","Motor Vehicle Theft and Related Offences","Non-Court Action","FGC - 247(B) Police Referred","Non-Court Referred Conference","Male",2021-03-01
"Pacific Island","Unlawful Entry With Intent/Burglary, Break and Enter","Unlawful Entry With Intent/Burglary, Break and Enter","Unlawful Entry With Intent/Burglary, Break and Enter","Non-Court Action","FGC - 247(B) Police Referred","Non-Court Referred Conference","Male",2021-02-01
"Pacific Island","Unlawful Entry With Intent/Burglary, Break and Enter","Unlawful Entry With Intent/Burglary, Break and Enter","Unlawful Entry With Intent/Burglary, Break and Enter","Non-Court Action","FGC - 247(B) Police Referred","Non-Court Referred Conference","Male",2021-03-01
"European","Dangerous or Negligent Acts Endangering Persons","Dangerous or Negligent Operation (Driving) of a Vehicle","Dangerous or Negligent Operation of a Vehicle","Non-Court Action","Formal Warning","Formal Warning","Female",2021-06-01
