Kingdom,Phylum,Class,Order,Family,Genus,SpeciesVerbatim,SpeciesAcceptedName,FMR_kJ_d,Mass_g,Temp_C,Endotherm,Reference,Comment,Outlier
Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,Gillichthys,Gillichthys mirabilis,Gillichthys mirabilis,1.05E+00,16.7,20,0,Courtois 1976,,0
Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,Gillichthys,Gillichthys mirabilis,Gillichthys mirabilis,1.17E+00,16.7,20,0,Courtois 1976,,0
Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,Gillichthys,Gillichthys mirabilis,Gillichthys mirabilis,9.30E-01,16.7,20,0,Courtois 1976,,0
Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,Gillichthys,Gillichthys mirabilis,Gillichthys mirabilis,1.22E+00,16.7,20,0,Courtois 1976,,0
Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,Gillichthys,Gillichthys mirabilis,Gillichthys mirabilis,2.15E+00,16.7,20,0,Courtois 1976,,0
Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,Gillichthys,Gillichthys mirabilis,Gillichthys mirabilis,1.45E+00,16.7,20,0,Courtois 1976,,0
Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,Gillichthys,Gillichthys mirabilis,Gillichthys mirabilis,1.14E+00,16.7,20,0,Courtois 1976,,0
Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,Gillichthys,Gillichthys mirabilis,Gillichthys mirabilis,1.22E+00,16.7,20,0,Courtois 1976,,0
Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,Gillichthys,Gillichthys mirabilis,Gillichthys mirabilis,1.45E+00,16.7,20,0,Courtois 1976,,0
Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,Gillichthys,Gillichthys mirabilis,Gillichthys mirabilis,2.12E+00,16.7,20,0,Courtois 1976,,0
Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,Gillichthys,Gillichthys mirabilis,Gillichthys mirabilis,1.67E+00,16.7,20,0,Courtois 1976,,0
Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,Gillichthys,Gillichthys mirabilis,Gillichthys mirabilis,2.86E+00,16.7,20,0,Courtois 1976,,0
Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,Gillichthys,Gillichthys mirabilis,Gillichthys mirabilis,1.76E+00,16.7,20,0,Courtois 1976,,0
Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,Gillichthys,Gillichthys mirabilis,Gillichthys mirabilis,1.67E+00,16.7,20,0,Courtois 1976,,0
Animalia,Chordata,Actinopterygii,Scorpaeniformes,Cottidae,Myoxocephalus,Myoxocephalus octodecemsp,,8.29E-01,15.3,10,0,Crawford 1978,,0
Animalia,Chordata,Actinopterygii,Scorpaeniformes,Cottidae,Myoxocephalus,Myoxocephalus octodecemsp,,1.78E+00,39.8,10,0,Crawford 1978,,0
Animalia,Chordata,Actinopterygii,Scorpaeniformes,Cottidae,Myoxocephalus,Myoxocephalus octodecemsp,,1.71E+00,39.8,10,0,Crawford 1978,,0
Animalia,Chordata,Actinopterygii,Scorpaeniformes,Cottidae,Myoxocephalus,Myoxocephalus octodecemsp,,2.61E+00,63.1,10,0,Crawford 1978,,0
Animalia,Chordata,Actinopterygii,Scorpaeniformes,Cottidae,Myoxocephalus,Myoxocephalus octodecemsp,,1.78E+00,82.5,10,0,Crawford 1978,,0
Animalia,Chordata,Actinopterygii,Scorpaeniformes,Cottidae,Myoxocephalus,Myoxocephalus octodecemsp,,2.42E+00,82.5,10,0,Crawford 1978,,0
Animalia,Chordata,Actinopterygii,Scorpaeniformes,Cottidae,Myoxocephalus,Myoxocephalus octodecemsp,,2.24E+00,92.6,10,0,Crawford 1978,,0
Animalia,Chordata,Actinopterygii,Scorpaeniformes,Cottidae,Myoxocephalus,Myoxocephalus octodecemsp,,2.62E+00,104,10,0,Crawford 1978,,0
Animalia,Chordata,Actinopterygii,Scorpaeniformes,Cottidae,Myoxocephalus,Myoxocephalus octodecemsp,,3.68E+00,158,10,0,Crawford 1978,,0
Animalia,Chordata,Actinopterygii,Scorpaeniformes,Cottidae,Myoxocephalus,Myoxocephalus octodecemsp,,3.84E+00,165,10,0,Crawford 1978,,0
Animalia,Chordata,Actinopterygii,Scorpaeniformes,Cottidae,Myoxocephalus,Myoxocephalus octodecemsp,,4.00E+00,200,10,0,Crawford 1978,,0
Animalia,Chordata,Actinopterygii,Scorpaeniformes,Cottidae,Myoxocephalus,Myoxocephalus octodecemsp,,4.84E+00,200,10,0,Crawford 1978,,0
Animalia,Chordata,Actinopterygii,Scorpaeniformes,Cottidae,Myoxocephalus,Myoxocephalus octodecemsp,,4.66E+00,224,10,0,Crawford 1978,,0
Animalia,Chordata,Actinopterygii,Scorpaeniformes,Cottidae,Myoxocephalus,Myoxocephalus octodecemsp,,5.85E+00,224,10,0,Crawford 1978,,0
Animalia,Chordata,Actinopterygii,Scorpaeniformes,Cottidae,Myoxocephalus,Myoxocephalus octodecemsp,,7.09E+00,224,10,0,Crawford 1978,,0
Animalia,Chordata,Actinopterygii,Scorpaeniformes,Cottidae,Myoxocephalus,Myoxocephalus octodecemsp,,7.37E+00,341,10,0,Crawford 1978,,0
Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,Blennius,Blennius pholis,Blennius pholis,2.24E-01,1.43,17,0,"Dixon, Milton 1978",,0
Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,Blennius,Blennius pholis,Blennius pholis,5.79E-01,5.17,17,0,"Dixon, Milton 1978",,0
Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,Blennius,Blennius pholis,Blennius pholis,1.22E+00,12.12,17,0,"Dixon, Milton 1978",,0
Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,Blennius,Blennius pholis,Blennius pholis,1.49E+00,20,17,0,"Dixon, Milton 1978",,0
Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,Blennius,Blennius pholis,Blennius pholis,1.83E+00,22.05,17,0,"Dixon, Milton 1978",,0
Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,Blennius,Blennius pholis,Blennius pholis,1.90E+00,35.45,17,0,"Dixon, Milton 1978",,0
Animalia,Chordata,Actinopterygii,Perciformes,Haemulidae,Pomadasys,Pomadasys commersonni,Pomadasys commersonnii,5.62E+00,139,15,0,"Du Preez, McLachlan, Marais 1986",,0
Animalia,Chordata,Actinopterygii,Perciformes,Haemulidae,Pomadasys,Pomadasys commersonni,Pomadasys commersonnii,9.81E+00,190,15,0,"Du Preez, McLachlan, Marais 1986",,0
Animalia,Chordata,Actinopterygii,Perciformes,Haemulidae,Pomadasys,Pomadasys commersonni,Pomadasys commersonnii,1.06E+01,259,15,0,"Du Preez, McLachlan, Marais 1986",,0
Animalia,Chordata,Actinopterygii,Perciformes,Haemulidae,Pomadasys,Pomadasys commersonni,Pomadasys commersonnii,1.05E+01,293,15,0,"Du Preez, McLachlan, Marais 1986",,0
Animalia,Chordata,Actinopterygii,Perciformes,Haemulidae,Pomadasys,Pomadasys commersonni,Pomadasys commersonnii,1.38E+01,375,15,0,"Du Preez, McLachlan, Marais 1986",,0
Animalia,Chordata,Actinopterygii,Perciformes,Haemulidae,Pomadasys,Pomadasys commersonni,Pomadasys commersonnii,1.56E+01,399,15,0,"Du Preez, McLachlan, Marais 1986",,0
Animalia,Chordata,Actinopterygii,Perciformes,Haemulidae,Pomadasys,Pomadasys commersonni,Pomadasys commersonnii,1.88E+01,615,15,0,"Du Preez, McLachlan, Marais 1986",,0
Animalia,Chordata,Actinopterygii,Perciformes,Haemulidae,Pomadasys,Pomadasys commersonni,Pomadasys commersonnii,2.56E+01,787,15,0,"Du Preez, McLachlan, Marais 1986",,0
Animalia,Chordata,Actinopterygii,Perciformes,Haemulidae,Pomadasys,Pomadasys commersonni,Pomadasys commersonnii,5.14E+01,1758,15,0,"Du Preez, McLachlan, Marais 1986",,0
Animalia,Chordata,Actinopterygii,Perciformes,Haemulidae,Pomadasys,Pomadasys commersonni,Pomadasys commersonnii,5.91E+01,2627,15,0,"Du Preez, McLachlan, Marais 1986",,0
Animalia,Chordata,Actinopterygii,Perciformes,Haemulidae,Pomadasys,Pomadasys commersonni,Pomadasys commersonnii,8.81E+00,78.7,20,0,"Du Preez, McLachlan, Marais 1986",,0
Animalia,Chordata,Actinopterygii,Perciformes,Haemulidae,Pomadasys,Pomadasys commersonni,Pomadasys commersonnii,1.44E+01,202,20,0,"Du Preez, McLachlan, Marais 1986",,0
Animalia,Chordata,Actinopterygii,Perciformes,Haemulidae,Pomadasys,Pomadasys commersonni,Pomadasys commersonnii,1.56E+01,215,20,0,"Du Preez, McLachlan, Marais 1986",,0
Animalia,Chordata,Actinopterygii,Perciformes,Haemulidae,Pomadasys,Pomadasys commersonni,Pomadasys commersonnii,2.06E+01,321,20,0,"Du Preez, McLachlan, Marais 1986",,0
Animalia,Chordata,Actinopterygii,Perciformes,Haemulidae,Pomadasys,Pomadasys commersonni,Pomadasys commersonnii,2.26E+01,331,20,0,"Du Preez, McLachlan, Marais 1986",,0
Animalia,Chordata,Actinopterygii,Perciformes,Haemulidae,Pomadasys,Pomadasys commersonni,Pomadasys commersonnii,2.33E+01,381,20,0,"Du Preez, McLachlan, Marais 1986",,0
Animalia,Chordata,Actinopterygii,Perciformes,Haemulidae,Pomadasys,Pomadasys commersonni,Pomadasys commersonnii,3.60E+01,578,20,0,"Du Preez, McLachlan, Marais 1986",,0
Animalia,Chordata,Actinopterygii,Perciformes,Haemulidae,Pomadasys,Pomadasys commersonni,Pomadasys commersonnii,4.38E+01,596,20,0,"Du Preez, McLachlan, Marais 1986",,0
Animalia,Chordata,Actinopterygii,Perciformes,Haemulidae,Pomadasys,Pomadasys commersonni,Pomadasys commersonnii,4.33E+01,863,20,0,"Du Preez, McLachlan, Marais 1986",,0
Animalia,Chordata,Actinopterygii,Perciformes,Haemulidae,Pomadasys,Pomadasys commersonni,Pomadasys commersonnii,6.23E+01,1251,20,0,"Du Preez, McLachlan, Marais 1986",,0
Animalia,Chordata,Actinopterygii,Perciformes,Haemulidae,Pomadasys,Pomadasys commersonni,Pomadasys commersonnii,1.60E+01,62.4,25,0,"Du Preez, McLachlan, Marais 1986",,0
Animalia,Chordata,Actinopterygii,Perciformes,Haemulidae,Pomadasys,Pomadasys commersonni,Pomadasys commersonnii,1.92E+01,99.8,25,0,"Du Preez, McLachlan, Marais 1986",,0
Animalia,Chordata,Actinopterygii,Perciformes,Haemulidae,Pomadasys,Pomadasys commersonni,Pomadasys commersonnii,3.07E+01,236,25,0,"Du Preez, McLachlan, Marais 1986",,0
Animalia,Chordata,Actinopterygii,Perciformes,Haemulidae,Pomadasys,Pomadasys commersonni,Pomadasys commersonnii,4.31E+01,331,25,0,"Du Preez, McLachlan, Marais 1986",,0
Animalia,Chordata,Actinopterygii,Perciformes,Haemulidae,Pomadasys,Pomadasys commersonni,Pomadasys commersonnii,5.62E+01,405,25,0,"Du Preez, McLachlan, Marais 1986",,0
Animalia,Chordata,Actinopterygii,Perciformes,Haemulidae,Pomadasys,Pomadasys commersonni,Pomadasys commersonnii,3.62E+01,359,25,0,"Du Preez, McLachlan, Marais 1986",,0
Animalia,Chordata,Actinopterygii,Perciformes,Haemulidae,Pomadasys,Pomadasys commersonni,Pomadasys commersonnii,4.25E+01,437,25,0,"Du Preez, McLachlan, Marais 1986",,0
Animalia,Chordata,Actinopterygii,Perciformes,Haemulidae,Pomadasys,Pomadasys commersonni,Pomadasys commersonnii,6.57E+01,630,25,0,"Du Preez, McLachlan, Marais 1986",,0
Animalia,Chordata,Actinopterygii,Perciformes,Haemulidae,Pomadasys,Pomadasys commersonni,Pomadasys commersonnii,8.34E+01,947,25,0,"Du Preez, McLachlan, Marais 1986",,0
Animalia,Chordata,Actinopterygii,Perciformes,Haemulidae,Pomadasys,Pomadasys commersonni,Pomadasys commersonnii,1.01E+02,1373,25,0,"Du Preez, McLachlan, Marais 1986",,0
Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Carassius,Carassius auratus,Carassius auratus,4.18E-01,9.3,14.4,0,"Ege, Krogh 1914",,0
Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Carassius,Carassius auratus,Carassius auratus,6.83E-01,9.3,20.1,0,"Ege, Krogh 1914",,0
Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Carassius,Carassius auratus,Carassius auratus,1.08E+00,9.3,25.7,0,"Ege, Krogh 1914",,0
Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Carassius,Carassius auratus,Carassius auratus,1.09E+00,9.3,25.5,0,"Ege, Krogh 1914",,0
Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Carassius,Carassius auratus,Carassius auratus,1.15E+00,9.3,25.7,0,"Ege, Krogh 1914",,0
Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Carassius,Carassius auratus,Carassius auratus,4.19E-01,9.3,14.9,0,"Ege, Krogh 1914",,0
Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Carassius,Carassius auratus,Carassius auratus,4.62E-01,9.3,15,0,"Ege, Krogh 1914",,0
Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Carassius,Carassius auratus,Carassius auratus,1.84E-01,9.3,7.9,0,"Ege, Krogh 1914",,0
Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Carassius,Carassius auratus,Carassius auratus,2.31E-01,9.3,7.9,0,"Ege, Krogh 1914",,0
Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Carassius,Carassius auratus,Carassius auratus,4.71E-02,9.3,0,0,"Ege, Krogh 1914",,1
Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Carassius,Carassius auratus,Carassius auratus,4.24E-02,9.3,0,0,"Ege, Krogh 1914",,1
Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Carassius,Carassius auratus,Carassius auratus,1.08E+00,9.3,24.8,0,"Ege, Krogh 1914",,0
Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Carassius,Carassius auratus,Carassius auratus,6.97E-01,9.3,20.1,0,"Ege, Krogh 1914",,0
Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Carassius,Carassius auratus,Carassius auratus,6.40E-01,9.3,18,0,"Ege, Krogh 1914",,0
Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Carassius,Carassius auratus,Carassius auratus,6.55E-01,9.3,18.1,0,"Ege, Krogh 1914",,0
Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Carassius,Carassius auratus,Carassius auratus,4.66E-01,9.3,14.4,0,"Ege, Krogh 1914",,0
Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Carassius,Carassius auratus,Carassius auratus,3.06E-01,9.3,10.3,0,"Ege, Krogh 1914",,0
Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Carassius,Carassius auratus,Carassius auratus,3.06E-01,9.3,10.5,0,"Ege, Krogh 1914",,0
Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Carassius,Carassius auratus,Carassius auratus,5.79E-01,9.3,19.1,0,"Ege, Krogh 1914",,0
Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Carassius,Carassius auratus,Carassius auratus,5.89E-01,9.3,19.2,0,"Ege, Krogh 1914",,0
Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Oreochromis,Oreochromis niloticus,Oreochromis niloticus,8.59E+00,77.1,25,0,"Farmer, Beamish 1969",,0
Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Oreochromis,Oreochromis niloticus,Oreochromis niloticus,1.02E+01,75.15,25,0,"Farmer, Beamish 1969",,0
Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Oreochromis,Oreochromis niloticus,Oreochromis niloticus,9.85E+00,88.84,25,0,"Farmer, Beamish 1969",,0
Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Oreochromis,Oreochromis niloticus,Oreochromis niloticus,1.26E+01,88.84,25,0,"Farmer, Beamish 1969",,0
Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Oreochromis,Oreochromis niloticus,Oreochromis niloticus,7.35E+00,83.89,25,0,"Farmer, Beamish 1969",,0
Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Oreochromis,Oreochromis niloticus,Oreochromis niloticus,9.09E+00,83.89,25,0,"Farmer, Beamish 1969",,0
Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Oreochromis,Oreochromis niloticus,Oreochromis niloticus,8.33E+00,82.66,25,0,"Farmer, Beamish 1969",,0
Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Oreochromis,Oreochromis niloticus,Oreochromis niloticus,1.12E+01,82.66,25,0,"Farmer, Beamish 1969",,0
Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Oreochromis,Oreochromis niloticus,Oreochromis niloticus,1.01E+01,80.42,25,0,"Farmer, Beamish 1969",,0
Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Oreochromis,Oreochromis niloticus,Oreochromis niloticus,1.25E+01,80.42,25,0,"Farmer, Beamish 1969",,0
Animalia,Chordata,Actinopterygii,Siluriformes,Bagridae,Mystus,Mystus vittatus,Mystus vittatus,1.20E+00,4,32.5,0,"Fasihuddin, Choubey, Munshi 1972",,0
Animalia,Chordata,Actinopterygii,Siluriformes,Bagridae,Mystus,Mystus vittatus,Mystus vittatus,1.54E+00,5,32.5,0,"Fasihuddin, Choubey, Munshi 1972",,0
Animalia,Chordata,Actinopterygii,Siluriformes,Bagridae,Mystus,Mystus vittatus,Mystus vittatus,1.44E+00,6.5,32.5,0,"Fasihuddin, Choubey, Munshi 1972",,0
Animalia,Chordata,Actinopterygii,Siluriformes,Bagridae,Mystus,Mystus vittatus,Mystus vittatus,1.56E+00,5,32.5,0,"Fasihuddin, Choubey, Munshi 1972",,0
Animalia,Chordata,Actinopterygii,Siluriformes,Bagridae,Mystus,Mystus vittatus,Mystus vittatus,1.34E+00,8,32.5,0,"Fasihuddin, Choubey, Munshi 1972",,0
Animalia,Chordata,Actinopterygii,Siluriformes,Bagridae,Mystus,Mystus vittatus,Mystus vittatus,1.43E+00,9,32.5,0,"Fasihuddin, Choubey, Munshi 1972",,0
Animalia,Chordata,Actinopterygii,Siluriformes,Bagridae,Mystus,Mystus vittatus,Mystus vittatus,1.73E+00,9.8,32.5,0,"Fasihuddin, Choubey, Munshi 1972",,0
Animalia,Chordata,Actinopterygii,Siluriformes,Bagridae,Mystus,Mystus vittatus,Mystus vittatus,2.02E+00,11,32.5,0,"Fasihuddin, Choubey, Munshi 1972",,0
Animalia,Chordata,Actinopterygii,Siluriformes,Bagridae,Mystus,Mystus vittatus,Mystus vittatus,3.51E+00,24,32.5,0,"Fasihuddin, Choubey, Munshi 1972",,0
Animalia,Chordata,Actinopterygii,Siluriformes,Bagridae,Mystus,Mystus vittatus,Mystus vittatus,3.20E+00,20,32.5,0,"Fasihuddin, Choubey, Munshi 1972",,0
Animalia,Chordata,Actinopterygii,Siluriformes,Bagridae,Mystus,Mystus vittatus,Mystus vittatus,4.28E+00,28,32.5,0,"Fasihuddin, Choubey, Munshi 1972",,0
Animalia,Chordata,Actinopterygii,Siluriformes,Bagridae,Mystus,Mystus vittatus,Mystus vittatus,3.19E+00,21,32.5,0,"Fasihuddin, Choubey, Munshi 1972",,0
Animalia,Chordata,Actinopterygii,Siluriformes,Bagridae,Mystus,Mystus vittatus,Mystus vittatus,3.66E+00,32,32.5,0,"Fasihuddin, Choubey, Munshi 1972",,0
Animalia,Chordata,Actinopterygii,Siluriformes,Bagridae,Mystus,Mystus vittatus,Mystus vittatus,3.46E+00,30,32.5,0,"Fasihuddin, Choubey, Munshi 1972",,0
Animalia,Chordata,Actinopterygii,Siluriformes,Bagridae,Mystus,Mystus vittatus,Mystus vittatus,3.52E+00,30,32.5,0,"Fasihuddin, Choubey, Munshi 1972",,0
Animalia,Chordata,Actinopterygii,Siluriformes,Bagridae,Mystus,Mystus vittatus,Mystus vittatus,3.53E+00,31,32.5,0,"Fasihuddin, Choubey, Munshi 1972",,0
Animalia,Chordata,Actinopterygii,Siluriformes,Bagridae,Mystus,Mystus vittatus,Mystus vittatus,3.67E+00,40,32.5,0,"Fasihuddin, Choubey, Munshi 1972",,0
Animalia,Chordata,Actinopterygii,Siluriformes,Bagridae,Mystus,Mystus vittatus,Mystus vittatus,3.60E+00,38,32.5,0,"Fasihuddin, Choubey, Munshi 1972",,0
Animalia,Chordata,Actinopterygii,Siluriformes,Bagridae,Mystus,Mystus vittatus,Mystus vittatus,3.74E+00,41,32.5,0,"Fasihuddin, Choubey, Munshi 1972",,0
Animalia,Chordata,Actinopterygii,Siluriformes,Bagridae,Mystus,Mystus vittatus,Mystus vittatus,3.63E+00,39,32.5,0,"Fasihuddin, Choubey, Munshi 1972",,0
Animalia,Chordata,Actinopterygii,Siluriformes,Bagridae,Mystus,Mystus vittatus,Mystus vittatus,5.11E+00,51,32.5,0,"Fasihuddin, Choubey, Munshi 1972",,0
Animalia,Chordata,Actinopterygii,Siluriformes,Bagridae,Mystus,Mystus vittatus,Mystus vittatus,4.99E+00,50.5,32.5,0,"Fasihuddin, Choubey, Munshi 1972",,0
Animalia,Chordata,Actinopterygii,Siluriformes,Bagridae,Mystus,Mystus vittatus,Mystus vittatus,4.86E+00,50,32.5,0,"Fasihuddin, Choubey, Munshi 1972",,0
Animalia,Chordata,Actinopterygii,Siluriformes,Bagridae,Mystus,Mystus vittatus,Mystus vittatus,5.27E+00,52,32.5,0,"Fasihuddin, Choubey, Munshi 1972",,0
Animalia,Chordata,Actinopterygii,Siluriformes,Bagridae,Mystus,Mystus vittatus,Mystus vittatus,6.29E+00,61.5,32.5,0,"Fasihuddin, Choubey, Munshi 1972",,0
Animalia,Chordata,Actinopterygii,Siluriformes,Bagridae,Mystus,Mystus vittatus,Mystus vittatus,5.89E+00,60,32.5,0,"Fasihuddin, Choubey, Munshi 1972",,0
Animalia,Chordata,Actinopterygii,Siluriformes,Bagridae,Mystus,Mystus vittatus,Mystus vittatus,6.07E+00,59,32.5,0,"Fasihuddin, Choubey, Munshi 1972",,0
Animalia,Chordata,Actinopterygii,Siluriformes,Bagridae,Mystus,Mystus vittatus,Mystus vittatus,5.81E+00,58.5,32.5,0,"Fasihuddin, Choubey, Munshi 1972",,0
Animalia,Chordata,Actinopterygii,Anguilliformes,Anguillidae,Anguilla,Anguilla australis,Anguilla australis,9.62E+00,646.5,17.5,0,Forster 1981,,0
Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Carassius,Carassius auratus,Carassius auratus,2.16E-02,3.8,5,0,"Fry, Hart 1948",,1
Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Carassius,Carassius auratus,Carassius auratus,6.37E-02,3.8,10,0,"Fry, Hart 1948",,0
Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Carassius,Carassius auratus,Carassius auratus,1.30E-01,3.8,15,0,"Fry, Hart 1948",,0
Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Carassius,Carassius auratus,Carassius auratus,2.17E-01,3.8,20,0,"Fry, Hart 1948",,0
Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Carassius,Carassius auratus,Carassius auratus,1.98E-01,3.8,25,0,"Fry, Hart 1948",,0
Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Carassius,Carassius auratus,Carassius auratus,5.48E-01,3.8,35,0,"Fry, Hart 1948",,0
Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,Oligolepis,Oligolepis acutipennis,Oligolepis acutipennis,1.86E-01,6.3,17,0,"Geevarghese, John 1984 a",,0
Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,Oligolepis,Oligolepis acutipennis,Oligolepis acutipennis,5.14E-01,6.3,22,0,"Geevarghese, John 1984 a",,0
Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,Oligolepis,Oligolepis acutipennis,Oligolepis acutipennis,5.93E-01,6.3,27,0,"Geevarghese, John 1984 a",,0
Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,Oligolepis,Oligolepis acutipennis,Oligolepis acutipennis,9.03E-01,6.3,32,0,"Geevarghese, John 1984 a",,0
Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,Oligolepis,Oligolepis acutipennis,Oligolepis acutipennis,1.08E+00,6.3,38,0,"Geevarghese, John 1984 a",,0
Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,Oligolepis,Oligolepis acutipennis,Oligolepis acutipennis,9.79E-02,6.3,26,0,"Geevarghese, John 1984 a",,0
Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,Oligolepis,Oligolepis acutipennis,Oligolepis acutipennis,4.98E-01,6.3,26,0,"Geevarghese, John 1984 a",,0
Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,Oligolepis,Oligolepis acutipennis,Oligolepis acutipennis,6.83E-01,6.3,26,0,"Geevarghese, John 1984 a",,0
Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,Oligolepis,Oligolepis acutipennis,Oligolepis acutipennis,8.68E-01,6.3,26,0,"Geevarghese, John 1984 a",,0
Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,Oligolepis,Oligolepis acutipennis,Oligolepis acutipennis,6.51E-01,6.3,26,0,"Geevarghese, John 1984 a",,0
Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,Oligolepis,Oligolepis acutipennis,Oligolepis acutipennis,7.75E-01,6.3,26,0,"Geevarghese, John 1984 a",,0
Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,Oligolepis,Oligolepis acutipennis,Oligolepis acutipennis,4.69E-01,6.3,26,0,"Geevarghese, John 1984 a",,0
Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,Oligolepis,Oligolepis acutipennis,Oligolepis acutipennis,7.75E-01,6.3,26,0,"Geevarghese, John 1984 a",,0
Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,Oligolepis,Oligolepis acutipennis,Oligolepis acutipennis,7.75E-01,6.3,26,0,"Geevarghese, John 1984 a",,0
Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,Oligolepis,Oligolepis acutipennis,Oligolepis acutipennis,7.75E-01,6.3,26,0,"Geevarghese, John 1984 a",,0
Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,Glossogobius,Glossogobius giurus,Glossogobius giuris,1.68E+00,6.19,26,0,"Geevarghese, John 1984 b",,0
Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,Glossogobius,Glossogobius giurus,Glossogobius giuris,2.19E+00,14.87,26,0,"Geevarghese, John 1984 b",,0
