Kingdom,Phylum,Class,Order,Family,Genus,SpeciesVerbatim,SpeciesAcceptedName,FMR_kJ_d,Mass_g,Temp_C,Endotherm,Reference,Comment,Outlier
Animalia,Arthropoda,Copepoda,Calanoida,Paracalanidae,Paracalanus,Paracalanus,,7.46E-06,1.20E-05,13.90,0,LopezUrrutia 2006,,0
Animalia,Arthropoda,Copepoda,Calanoida,Metridinidae,Metridia,Metridia,,7.71E-05,1.06E-03,-1.40,0,LopezUrrutia 2006,,0
Animalia,Arthropoda,Copepoda,Calanoida,Rhincalanidae,Rhincalanus,Rhincalanus,,1.05E-04,4.30E-03,-1.70,0,LopezUrrutia 2006,,1
Animalia,Arthropoda,Copepoda,Calanoida,Eucalanidae,Eucalanus,Eucalanus,,1.58E-04,4.14E-04,24.00,0,LopezUrrutia 2006,,0
Animalia,Arthropoda,Copepoda,Calanoida,Eucalanidae,Eucalanus,Eucalanus,,2.18E-04,5.46E-04,27.40,0,LopezUrrutia 2006,,0
Animalia,Arthropoda,Copepoda,Calanoida,Clausocalanidae,Pseudocalanus,Pseudocalanus,,9.65E-06,4.78E-05,8.60,0,LopezUrrutia 2006,,0
Animalia,Arthropoda,Copepoda,Calanoida,Centropagidae,Centropages,Centropages,,2.07E-05,6.78E-05,15.90,0,LopezUrrutia 2006,,0
Animalia,Arthropoda,Copepoda,Calanoida,Centropagidae,Centropages,Centropages,,2.77E-05,7.98E-05,17.30,0,LopezUrrutia 2006,,0
Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Undinula,Undinula,,2.32E-04,7.38E-04,23.50,0,LopezUrrutia 2006,,0
Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Neocalanus,Neocalanus,,6.74E-05,1.05E-03,5.60,0,LopezUrrutia 2006,,0
Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Neocalanus,Neocalanus,,1.34E-04,1.18E-03,15.10,0,LopezUrrutia 2006,,0
Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Neocalanus,Neocalanus,,3.96E-04,1.99E-03,19.70,0,LopezUrrutia 2006,,0
Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Neocalanus,Neocalanus,,1.64E-04,3.13E-03,7.30,0,LopezUrrutia 2006,,0
Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Neocalanus,Neocalanus,,4.02E-04,6.33E-03,6.30,0,LopezUrrutia 2006,,0
Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Nannocalanus,Nannocalanus,,5.06E-05,1.59E-04,26.90,0,LopezUrrutia 2006,,0
Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Mesocalanus,Mesocalanus,,5.31E-05,1.24E-04,15.80,0,LopezUrrutia 2006,,0
Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Calanus,Calanus,,7.89E-05,1.54E-03,0.10,0,LopezUrrutia 2006,,0
Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Calanus,Calanus,,2.83E-04,4.16E-03,-1.00,0,LopezUrrutia 2006,,0
Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Calanus,Calanus,,2.47E-04,7.75E-03,0.90,0,LopezUrrutia 2006,,0
Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Calanus,Calanus,,2.54E-04,1.06E-02,-0.30,0,LopezUrrutia 2006,,1
Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Calanus,Calanus,,3.57E-04,1.58E-02,1.30,0,LopezUrrutia 2006,,1
Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Calanoides,Calanoides,,3.13E-05,8.72E-04,-0.50,0,LopezUrrutia 2006,,1
Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Calanoides,Calanoides,,5.08E-05,1.57E-03,-0.20,0,LopezUrrutia 2006,,1
Animalia,Arthropoda,Copepoda,Calanoida,Acartiidae,Acartia,Acartia,,6.74E-06,3.19E-05,9.60,0,LopezUrrutia 2006,,0
Animalia,Cnidaria,Hydrozoa,Siphonophorae,Diphydae,Diphyes,Diphyes,Diphyes,5.82E-04,4.06E-03,27.00,0,LopezUrrutia 2006,,0
Animalia,Cnidaria,Hydrozoa,Siphonophorae,Agalmatidae,Agalma,Crystallomia,,2.70E-03,2.67E-02,26.85,0,LopezUrrutia 2006,,0
Chromista,Ciliophora,Hypotrichea,Euplotida,Uronychiidae,Diophrys,Diophrys,,3.91E-08,3.29E-08,23.00,0,LopezUrrutia 2006,,0
Chromista,Ciliophora,Karyorelictea,Protostomatida,Tracheolocercidae,Tracheoloraphis,Tracheloraphis,Tracheloraphis,3.62E-07,5.10E-07,25.00,0,LopezUrrutia 2006,,0
Protozoa,Amoebozoa,Lobosa,Amoebida,Acanthamoebidae,Acanthamoeba,Acanthamoeba,,6.50E-09,3.18E-09,30.00,0,LopezUrrutia 2006,,0
Protozoa,Amoebozoa,Lobosa,Amoebida,Acanthamoebidae,Acanthamoeba,Acanthamoeba,,2.43E-09,4.70E-09,28.00,0,LopezUrrutia 2006,,1
Protozoa,Amoebozoa,Lobosa,Arcellinida,Difflugiidae,Difflugia,Difflugia,,3.96E-07,7.27E-07,25.00,0,LopezUrrutia 2006,,0
Animalia,Arthropoda,Malacostraca,Amphipoda,Pontogeneiidae,Pontogeneia,Pontogeneia,Pontogeneia,6.03E-05,6.00E-04,9.80,0,LopezUrrutia 2006,,0
Animalia,Arthropoda,Malacostraca,Amphipoda,Vibiliidae,Vibilia,Vibilia,,1.63E-03,3.74E-03,27.75,0,LopezUrrutia 2006,,0
Animalia,Arthropoda,Malacostraca,Amphipoda,Vibiliidae,Vibilia,Vibilia,,1.44E-03,8.88E-03,22.35,0,LopezUrrutia 2006,,0
Animalia,Arthropoda,Malacostraca,Cumacea,Bodotriidae,Leptocuma,Leptocuma,,8.43E-05,8.80E-04,13.05,0,LopezUrrutia 2006,,0
Animalia,Arthropoda,Malacostraca,Cumacea,Lampropidae,Lamprops,Lamprops,,3.13E-05,2.82E-04,15.35,0,LopezUrrutia 2006,,0
Animalia,Arthropoda,Malacostraca,Cumacea,Lampropidae,Lamprops,Lamprops,,3.37E-05,3.35E-04,15.35,0,LopezUrrutia 2006,,0
Animalia,Arthropoda,Malacostraca,Cumacea,Diastylidae,Diastylis,Diastylis,,4.83E-04,1.30E-02,6.90,0,LopezUrrutia 2006,,0
Animalia,Arthropoda,Malacostraca,Cumacea,Diastylidae,Diastylis,Diastylis,,7.28E-04,1.64E-02,6.90,0,LopezUrrutia 2006,,0
Animalia,Arthropoda,Malacostraca,Decapoda,,Zoea,Brachyuran Zoea,Zoea,2.22E-05,8.32E-05,15.40,0,LopezUrrutia 2006,,0
Animalia,Arthropoda,Malacostraca,Decapoda,,,Macruran Decapod,Unknown,1.08E-04,1.39E-03,7.00,0,LopezUrrutia 2006,,0
Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,,Portunidae,,1.21E-03,5.08E-03,27.80,0,LopezUrrutia 2006,,0
Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,,Portunidae,,8.63E-04,5.34E-03,27.80,0,LopezUrrutia 2006,,0
Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Euphausia,Euphausia krohnii,Euphausia krohnii,3.24E-04,9.52E-04,19.70,0,LopezUrrutia 2006,,0
Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Euphausia,Euphausia krohnii,Euphausia krohnii,3.78E-04,1.04E-03,19.70,0,LopezUrrutia 2006,,0
Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Euphausia,Euphausia krohnii,Euphausia krohnii,1.37E-03,5.02E-03,25.70,0,LopezUrrutia 2006,,0
Animalia,Arthropoda,Malacostraca,Mysida,Mysidae,Mysis,Macruran Mysis,Unknown,5.53E-05,2.20E-04,15.40,0,LopezUrrutia 2006,,0
Animalia,Arthropoda,Malacostraca,Mysida,Mysidae,Siriella,Siriella,,6.79E-04,3.81E-03,9.00,0,LopezUrrutia 2006,,0
Animalia,Arthropoda,Malacostraca,Mysida,Mysidae,Acanthomysis,Acanthomysis,,7.46E-04,6.54E-03,9.95,0,LopezUrrutia 2006,,0
Animalia,Ctenophora,Nuda,Beroida,Beroidae,Beroe,Beroe,,3.71E-03,5.35E-01,-0.80,0,LopezUrrutia 2006,,1
Animalia,Ctenophora,Nuda,Beroida,Beroidae,Beroe,Beroe,,3.75E-03,8.40E-01,-1.50,0,LopezUrrutia 2006,,1
Animalia,Ctenophora,Nuda,Beroida,Beroidae,Beroe,Beroe,,9.85E-03,3.53E+00,-1.70,0,LopezUrrutia 2006,,1
Chromista,Ciliophora,Oligotrichea,Strombidiida,Strombidiidae,Strombidium,Strombidium capitatum,Strombidium capitatum,8.09E-08,3.60E-08,15.00,0,LopezUrrutia 2006,,0
Chromista,Ciliophora,Oligotrichea,Strombidiida,Strombidiidae,Strombidium,Strombidium capitatum,Strombidium capitatum,1.08E-07,1.28E-07,15.00,0,LopezUrrutia 2006,,0
Chromista,Ciliophora,Oligotrichea,Strombidiida,Strombidiidae,Strombidium,Strombidium,,3.08E-08,2.45E-09,22.00,0,LopezUrrutia 2006,,1
Chromista,Ciliophora,Prostomatea,Prorodontida,Placidae,Placus,Placus sp.,Placus,4.25E-07,5.73E-07,28.80,0,LopezUrrutia 2006,,0
Chromista,Ciliophora,Prostomatea,Prorodontida,Placidae,Placus,Placus sp.,Placus,3.46E-07,1.06E-06,28.80,0,LopezUrrutia 2006,,1
Animalia,Cnidaria,Scyphozoa,Semaeostomeae,Ulmaridae,Aurelia,Aurelia aurita,Aurelia aurita,1.25E-02,8.96E-02,20.00,0,LopezUrrutia 2006,,0
Animalia,Cnidaria,Scyphozoa,Semaeostomeae,Ulmaridae,Aurelia,Aurelia aurita,Aurelia aurita,1.23E-02,3.57E-01,20.00,0,LopezUrrutia 2006,,0
Animalia,Cnidaria,Scyphozoa,Semaeostomeae,Ulmaridae,Aurelia,Aurelia aurita,Aurelia aurita,4.99E-02,3.57E-01,20.00,0,LopezUrrutia 2006,,0
Animalia,Cnidaria,Scyphozoa,Semaeostomeae,Ulmaridae,Aurelia,Aurelia aurita,Aurelia aurita,1.21E-02,5.36E-01,20.00,0,LopezUrrutia 2006,,0
Animalia,Cnidaria,Scyphozoa,Semaeostomeae,Ulmaridae,Aurelia,Aurelia aurita,Aurelia aurita,6.23E-02,6.25E-01,20.00,0,LopezUrrutia 2006,,0
Animalia,Cnidaria,Scyphozoa,Semaeostomeae,Ulmaridae,Aurelia,Aurelia aurita,Aurelia aurita,2.56E-01,8.00E-01,28.00,0,LopezUrrutia 2006,,0
Animalia,Cnidaria,Scyphozoa,Semaeostomeae,Ulmaridae,Aurelia,Aurelia aurita,Aurelia aurita,6.21E-02,8.96E-01,20.00,0,LopezUrrutia 2006,,0
Animalia,Cnidaria,Scyphozoa,Semaeostomeae,Ulmaridae,Aurelia,Aurelia aurita,Aurelia aurita,1.25E-01,9.84E-01,20.00,0,LopezUrrutia 2006,,0
Animalia,Cnidaria,Scyphozoa,Semaeostomeae,Ulmaridae,Aurelia,Aurelia aurita,Aurelia aurita,7.42E-02,1.43E+00,20.00,0,LopezUrrutia 2006,,0
Animalia,Cnidaria,Scyphozoa,Semaeostomeae,Ulmaridae,Aurelia,Aurelia aurita,Aurelia aurita,1.12E-01,1.61E+00,20.00,0,LopezUrrutia 2006,,0
Animalia,Cnidaria,Scyphozoa,Semaeostomeae,Ulmaridae,Aurelia,Aurelia aurita,Aurelia aurita,4.83E-01,1.97E+00,28.00,0,LopezUrrutia 2006,,0
Animalia,Cnidaria,Scyphozoa,Semaeostomeae,Ulmaridae,Aurelia,Aurelia aurita,Aurelia aurita,6.25E-01,1.97E+00,28.00,0,LopezUrrutia 2006,,0
Animalia,Cnidaria,Scyphozoa,Semaeostomeae,Ulmaridae,Aurelia,Aurelia aurita,Aurelia aurita,1.99E-01,2.14E+00,20.00,0,LopezUrrutia 2006,,0
Animalia,Cnidaria,Scyphozoa,Semaeostomeae,Ulmaridae,Aurelia,Aurelia aurita,Aurelia aurita,8.54E-01,2.23E+00,28.00,0,LopezUrrutia 2006,,0
Animalia,Cnidaria,Scyphozoa,Semaeostomeae,Ulmaridae,Aurelia,Aurelia aurita,Aurelia aurita,2.74E-01,2.32E+00,20.00,0,LopezUrrutia 2006,,0
Animalia,Cnidaria,Scyphozoa,Semaeostomeae,Ulmaridae,Aurelia,Aurelia aurita,Aurelia aurita,2.61E-01,2.41E+00,20.00,0,LopezUrrutia 2006,,0
Animalia,Cnidaria,Scyphozoa,Semaeostomeae,Ulmaridae,Aurelia,Aurelia aurita,Aurelia aurita,2.61E-01,2.77E+00,20.00,0,LopezUrrutia 2006,,0
Animalia,Cnidaria,Scyphozoa,Semaeostomeae,Ulmaridae,Aurelia,Aurelia aurita,Aurelia aurita,7.10E-01,2.94E+00,28.00,0,LopezUrrutia 2006,,0
Animalia,Cnidaria,Scyphozoa,Semaeostomeae,Ulmaridae,Aurelia,Aurelia aurita,Aurelia aurita,1.14E+00,2.94E+00,28.00,0,LopezUrrutia 2006,,0
Animalia,Cnidaria,Scyphozoa,Semaeostomeae,Ulmaridae,Aurelia,Aurelia aurita,Aurelia aurita,3.10E-01,3.13E+00,20.00,0,LopezUrrutia 2006,,0
Animalia,Cnidaria,Scyphozoa,Semaeostomeae,Ulmaridae,Aurelia,Aurelia aurita,Aurelia aurita,3.37E-01,3.13E+00,20.00,0,LopezUrrutia 2006,,0
Animalia,Cnidaria,Scyphozoa,Semaeostomeae,Ulmaridae,Aurelia,Aurelia aurita,Aurelia aurita,9.67E-01,3.22E+00,28.00,0,LopezUrrutia 2006,,0
Animalia,Cnidaria,Scyphozoa,Semaeostomeae,Ulmaridae,Aurelia,Aurelia aurita,Aurelia aurita,3.24E-01,3.30E+00,20.00,0,LopezUrrutia 2006,,0
Animalia,Cnidaria,Scyphozoa,Semaeostomeae,Ulmaridae,Aurelia,Aurelia aurita,Aurelia aurita,8.23E-01,3.30E+00,28.00,0,LopezUrrutia 2006,,0
Animalia,Cnidaria,Scyphozoa,Semaeostomeae,Ulmaridae,Aurelia,Aurelia aurita,Aurelia aurita,7.94E-01,3.48E+00,28.00,0,LopezUrrutia 2006,,0
Animalia,Cnidaria,Scyphozoa,Semaeostomeae,Ulmaridae,Aurelia,Aurelia aurita,Aurelia aurita,1.05E+00,4.02E+00,28.00,0,LopezUrrutia 2006,,0
Animalia,Cnidaria,Scyphozoa,Semaeostomeae,Ulmaridae,Aurelia,Aurelia aurita,Aurelia aurita,1.28E+00,4.02E+00,28.00,0,LopezUrrutia 2006,,0
Animalia,Cnidaria,Scyphozoa,Semaeostomeae,Ulmaridae,Aurelia,Aurelia aurita,Aurelia aurita,1.14E+00,4.29E+00,28.00,0,LopezUrrutia 2006,,0
Animalia,Cnidaria,Scyphozoa,Semaeostomeae,Ulmaridae,Aurelia,Aurelia aurita,Aurelia aurita,1.02E+00,4.46E+00,28.00,0,LopezUrrutia 2006,,0
Animalia,Cnidaria,Scyphozoa,Semaeostomeae,Ulmaridae,Aurelia,Aurelia aurita,Aurelia aurita,4.97E-01,4.91E+00,20.00,0,LopezUrrutia 2006,,0
Animalia,Cnidaria,Scyphozoa,Semaeostomeae,Ulmaridae,Aurelia,Aurelia aurita,Aurelia aurita,1.34E+00,5.18E+00,28.00,0,LopezUrrutia 2006,,0
Animalia,Cnidaria,Scyphozoa,Semaeostomeae,Ulmaridae,Aurelia,Aurelia aurita,Aurelia aurita,4.72E-01,5.54E+00,20.00,0,LopezUrrutia 2006,,0
Animalia,Cnidaria,Scyphozoa,Semaeostomeae,Ulmaridae,Aurelia,Aurelia aurita,Aurelia aurita,1.68E+00,5.81E+00,28.00,0,LopezUrrutia 2006,,0
Animalia,Cnidaria,Scyphozoa,Semaeostomeae,Ulmaridae,Aurelia,Aurelia aurita,Aurelia aurita,6.23E-01,5.90E+00,20.00,0,LopezUrrutia 2006,,0
Animalia,Cnidaria,Scyphozoa,Semaeostomeae,Ulmaridae,Aurelia,Aurelia aurita,Aurelia aurita,5.98E-01,6.16E+00,20.00,0,LopezUrrutia 2006,,0
Animalia,Cnidaria,Scyphozoa,Semaeostomeae,Ulmaridae,Aurelia,Aurelia aurita,Aurelia aurita,5.35E-01,6.34E+00,20.00,0,LopezUrrutia 2006,,0
Animalia,Cnidaria,Scyphozoa,Semaeostomeae,Ulmaridae,Aurelia,Aurelia aurita,Aurelia aurita,7.22E-01,6.43E+00,20.00,0,LopezUrrutia 2006,,0
Animalia,Cnidaria,Scyphozoa,Semaeostomeae,Ulmaridae,Aurelia,Aurelia aurita,Aurelia aurita,7.60E-01,6.87E+00,20.00,0,LopezUrrutia 2006,,0
Animalia,Cnidaria,Scyphozoa,Semaeostomeae,Ulmaridae,Aurelia,Aurelia aurita,Aurelia aurita,1.42E+00,7.14E+00,28.00,0,LopezUrrutia 2006,,0
Animalia,Cnidaria,Scyphozoa,Semaeostomeae,Ulmaridae,Aurelia,Aurelia aurita,Aurelia aurita,1.53E+00,7.23E+00,28.00,0,LopezUrrutia 2006,,0
Animalia,Cnidaria,Scyphozoa,Semaeostomeae,Ulmaridae,Aurelia,Aurelia aurita,Aurelia aurita,1.30E+00,7.32E+00,28.00,0,LopezUrrutia 2006,,0
Animalia,Cnidaria,Scyphozoa,Semaeostomeae,Ulmaridae,Aurelia,Aurelia aurita,Aurelia aurita,1.59E+00,7.41E+00,28.00,0,LopezUrrutia 2006,,0
Animalia,Cnidaria,Scyphozoa,Semaeostomeae,Ulmaridae,Aurelia,Aurelia aurita,Aurelia aurita,1.39E+00,7.50E+00,28.00,0,LopezUrrutia 2006,,0
Animalia,Cnidaria,Scyphozoa,Semaeostomeae,Ulmaridae,Aurelia,Aurelia aurita,Aurelia aurita,1.41E+00,8.48E+00,28.00,0,LopezUrrutia 2006,,0
Animalia,Cnidaria,Scyphozoa,Semaeostomeae,Ulmaridae,Aurelia,Aurelia aurita,Aurelia aurita,1.47E+00,8.48E+00,28.00,0,LopezUrrutia 2006,,0
Animalia,Cnidaria,Scyphozoa,Semaeostomeae,Ulmaridae,Aurelia,Aurelia aurita,Aurelia aurita,1.47E+00,8.64E+00,28.00,0,LopezUrrutia 2006,,0
Animalia,Cnidaria,Scyphozoa,Semaeostomeae,Ulmaridae,Aurelia,Aurelia aurita,Aurelia aurita,9.33E-01,9.44E+00,20.00,0,LopezUrrutia 2006,,0
Animalia,Cnidaria,Scyphozoa,Semaeostomeae,Ulmaridae,Aurelia,Aurelia aurita,Aurelia aurita,1.70E+00,1.06E+01,28.00,0,LopezUrrutia 2006,,0
Animalia,Cnidaria,Scyphozoa,Semaeostomeae,Ulmaridae,Aurelia,Aurelia aurita,Aurelia aurita,1.84E+00,1.10E+01,28.00,0,LopezUrrutia 2006,,0
Animalia,Cnidaria,Scyphozoa,Semaeostomeae,Ulmaridae,Aurelia,Aurelia aurita,Aurelia aurita,1.92E+00,1.31E+01,28.00,0,LopezUrrutia 2006,,0
Animalia,Cnidaria,Scyphozoa,Semaeostomeae,Ulmaridae,Aurelia,Aurelia aurita,Aurelia aurita,2.03E+00,1.41E+01,28.00,0,LopezUrrutia 2006,,0
Animalia,Cnidaria,Scyphozoa,Semaeostomeae,Ulmaridae,Aurelia,Aurelia aurita,Aurelia aurita,2.34E+00,1.43E+01,28.00,0,LopezUrrutia 2006,,0
Animalia,Chordata,Thaliacea,Salpida,Salpidae,Thalia,Thalia democratica,Thalia democratica,5.10E-04,8.00E-03,17.30,0,LopezUrrutia 2006,,0
Animalia,Chordata,Thaliacea,Salpida,Salpidae,Thalia,Thalia democratica,Thalia democratica,4.95E-04,1.02E-02,17.30,0,LopezUrrutia 2006,,0
Animalia,Chordata,Thaliacea,Salpida,Salpidae,Salpa,Salpa fusiformis,Salpa fusiformis,1.39E-03,5.08E-03,27.40,0,LopezUrrutia 2006,,0
Animalia,Chordata,Thaliacea,Salpida,Salpidae,Salpa,Salpa fusiformis,Salpa fusiformis,3.55E-03,1.45E-02,17.30,0,LopezUrrutia 2006,,0
Animalia,Chordata,Thaliacea,Salpida,Salpidae,Pegea,Pegea confoederata,Pegea confoederata,2.72E-04,5.42E-03,17.30,0,LopezUrrutia 2006,,0
Animalia,Chordata,Thaliacea,Salpida,Salpidae,Salpa,Salpa fusiformis,Salpa fusiformis,3.35E-03,1.51E-02,27.40,0,LopezUrrutia 2006,,0
Animalia,Chordata,Thaliacea,Salpida,Salpidae,Salpa,Salpa fusiformis,Salpa fusiformis,1.71E-03,1.71E-02,27.40,0,LopezUrrutia 2006,,0
Animalia,Chordata,Thaliacea,Salpida,Salpidae,Salpa,Salpa fusiformis,Salpa fusiformis,8.39E-03,3.12E-01,27.40,0,LopezUrrutia 2006,,0
Animalia,Chordata,Thaliacea,Salpida,Salpidae,Pegea,Pegea confoederata,Pegea confoederata,5.85E-03,1.12E-01,25.70,0,LopezUrrutia 2006,,0
Animalia,Chordata,Thaliacea,Salpida,Salpidae,Pegea,Pegea confoederata,Pegea confoederata,7.76E-03,2.30E-01,25.70,0,LopezUrrutia 2006,,0
Animalia,Chordata,Thaliacea,Salpida,Salpidae,Cyclosalpa,cyclosalpa,,9.96E-04,6.06E-02,-1.70,0,LopezUrrutia 2006,,1
Animalia,Chordata,Thaliacea,Salpida,Salpidae,Soestia,Iasis zonaria,Soestia zonaria,1.75E-03,1.31E-02,27.00,0,LopezUrrutia 2006,,0
Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Megalopa Larva,Unknown,5.08E-04,8.64E-03,27.75,0,LopezUrrutia 2006,,0
Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Megalopa Larva,Unknown,6.45E-04,8.80E-03,27.75,0,LopezUrrutia 2006,,0
Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Megalopa Larva,Unknown,2.52E-03,1.82E-02,26.40,0,LopezUrrutia 2006,,0
Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Metrtensiidae,Unknown,2.92E-03,1.25E-01,-1.60,0,LopezUrrutia 2006,,0
Chromista,Ciliophora,Colpodea,Colpodida,Colpodidae,Bresslaua,Bresslaua insidiatrix,Bresslaua insidiatrix,2.04E-08,2.36E-08,25.00,0,LopezUrrutia 2006,,1
Chromista,Ciliophora,Colpodea,Colpodida,Colpodidae,Bresslaua,Bresslaua insidiatrix,Bresslaua insidiatrix,1.09E-07,5.14E-08,25.00,0,LopezUrrutia 2006,,0
Chromista,Ciliophora,Colpodea,Colpodida,Colpodidae,Colpoda,Colpoda steinii,Colpoda steinii,4.07E-08,1.58E-08,30.00,0,LopezUrrutia 2006,,0
Chromista,Ciliophora,Colpodea,Colpodida,Colpodidae,Colpoda,Colpoda cucullus,Colpoda cucullus,3.13E-09,2.58E-08,24.00,0,LopezUrrutia 2006,,0
Chromista,Ciliophora,Colpodea,Colpodida,Colpodidae,Colpoda,Colpoda cucullus,Colpoda cucullus,2.72E-08,6.96E-08,24.00,0,LopezUrrutia 2006,,1
Animalia,Arthropoda,Copepoda,Calanoida,Centropagidae,Centropages,Centropagea brachiatus,Centropages brachiatus,2.90E-05,8.08E-05,17.30,0,LopezUrrutia 2006,,0
Animalia,Arthropoda,Copepoda,Calanoida,Metridinidae,Pleuromamma,Pleurvmamma robusta,Pleuromamma robusta,2.65E-05,7.66E-05,17.30,0,LopezUrrutia 2006,,0
Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Cosmocalanus,Undinula darwinii,Cosmocalanus darwinii,4.59E-05,2.06E-04,27.80,0,LopezUrrutia 2006,,0
Animalia,Arthropoda,Copepoda,Calanoida,Tortanidae,Tortanus,Tortanus discaudatus,Tortanus discaudatus,2.65E-05,1.79E-04,7.00,0,LopezUrrutia 2006,,0
Animalia,Arthropoda,Copepoda,Calanoida,Tortanidae,Tortanus,Tortanus discaudatus,Tortanus discaudatus,3.13E-05,2.74E-04,7.00,0,LopezUrrutia 2006,,0
Animalia,Arthropoda,Copepoda,Calanoida,Tortanidae,Tortanus,Tortanus gracilis,Tortanus gracilis,3.44E-05,9.60E-05,26.00,0,LopezUrrutia 2006,,0
Animalia,Arthropoda,Copepoda,Calanoida,Pontellidae,Pontella,Pontella danae,Pontella danae,5.26E-04,9.12E-04,26.40,0,LopezUrrutia 2006,,0
Animalia,Arthropoda,Copepoda,Calanoida,Pontellidae,Pontella,Pontella danae,Pontella danae,7.55E-04,2.32E-03,26.40,0,LopezUrrutia 2006,,0
Animalia,Arthropoda,Copepoda,Calanoida,Pontellidae,Pontella,Pontella danae,Pontella danae,8.25E-04,2.79E-03,26.40,0,LopezUrrutia 2006,,0
Animalia,Arthropoda,Copepoda,Calanoida,Pontellidae,Pontella,Pontella danae,Pontella danae,8.97E-04,3.26E-03,26.40,0,LopezUrrutia 2006,,0
Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Calanus,Calanus sinicus,Calanus sinicus,5.06E-05,4.90E-04,9.00,0,LopezUrrutia 2006,,0
Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Calanus,Calanus sinicus,Calanus sinicus,6.27E-05,5.30E-04,12.00,0,LopezUrrutia 2006,,0
Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Calanus,Calanus sinicus,Calanus sinicus,7.71E-05,5.54E-04,18.00,0,LopezUrrutia 2006,,0
Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Calanus,Calanus sinicus,Calanus sinicus,1.54E-04,5.75E-04,18.00,0,LopezUrrutia 2006,,0
Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Calanus,Calanus sinicus,Calanus sinicus,6.99E-05,6.06E-04,12.00,0,LopezUrrutia 2006,,0
Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Calanus,Calanus sinicus,Calanus sinicus,2.02E-04,6.27E-04,27.00,0,LopezUrrutia 2006,,0
Animalia,Arthropoda,Copepoda,Calanoida,Acartiidae,Acartia,Acartia pacifica,Acartia pacifica,1.11E-05,2.79E-05,26.00,0,LopezUrrutia 2006,,0
Animalia,Arthropoda,Copepoda,Calanoida,Acartiidae,Acartia,Acartia australis,Acartia australis,1.32E-05,3.59E-05,25.00,0,LopezUrrutia 2006,,0
Animalia,Arthropoda,Copepoda,Calanoida,Acartiidae,Acartia,Acartia longiremis,Acartia longiremis,4.09E-06,2.71E-05,9.70,0,LopezUrrutia 2006,,0
Animalia,Arthropoda,Copepoda,Calanoida,Acartiidae,Acartia,Acartia longiremis,Acartia longiremis,4.59E-06,2.71E-05,9.70,0,LopezUrrutia 2006,,0
Animalia,Arthropoda,Copepoda,Calanoida,Acartiidae,Acartia,Acartia longiremis,Acartia longiremis,4.59E-06,2.79E-05,9.70,0,LopezUrrutia 2006,,0
Animalia,Arthropoda,Copepoda,Calanoida,Acartiidae,Acartia,Acartia longiremis,Acartia longiremis,7.96E-06,2.91E-05,13.05,0,LopezUrrutia 2006,,0
Animalia,Arthropoda,Copepoda,Calanoida,Acartiidae,Acartia,Acartia longiremis,Acartia longiremis,6.03E-06,3.03E-05,7.25,0,LopezUrrutia 2006,,0
Animalia,Arthropoda,Copepoda,Calanoida,Acartiidae,Acartia,Acartia longiremis,Acartia longiremis,6.99E-06,3.03E-05,13.05,0,LopezUrrutia 2006,,0
Animalia,Arthropoda,Copepoda,Calanoida,Acartiidae,Acartia,Acartia longiremis,Acartia longiremis,5.78E-06,3.27E-05,7.25,0,LopezUrrutia 2006,,0
Animalia,Arthropoda,Copepoda,Calanoida,Acartiidae,Acartia,Acartia longiremis,Acartia longiremis,7.71E-06,3.43E-05,7.25,0,LopezUrrutia 2006,,0
Animalia,Arthropoda,Copepoda,Calanoida,Acartiidae,Acartia,Acartia longiremis,Acartia longiremis,8.68E-06,3.51E-05,9.95,0,LopezUrrutia 2006,,0
